merchant_id,total_txn_count,total_volume,avg_ticket,median_ticket,max_ticket,min_ticket,ticket_std,coefficient_of_variation,avg_daily_txns,max_daily_txns,active_days,std_daily_txns,activity_rate,burst_ratio,fraud_count,fraud_rate,status_chargeback_rate,status_completed_rate,status_declined_rate,status_disputed_rate,status_failed_rate,status_pending_rate,status_reversed_rate,combined_risk_score,pct_large_txns,pct_small_txns,pct_round_amounts,amount_range,iqr,amount_skewness,pct_late_night,pct_weekend,peak_hour,hour_spread,late_night_fraud_rate,late_night_txn_count,n_channels_used,n_card_types,dominant_channel,debit_card_rate,unique_customers,txns_per_customer,repeat_customer_rate,days_on_platform,days_signup_to_first_txn,days_since_last_txn,category,state,is_high_risk
MRC00011,275,72478183.24,263557.02996363636,265031.09,648253.46,100.0,142325.21043733088,0.5400167487733788,1.4397905759162304,5,191,0.6846343304546121,0.5232876712328767,3.4727272727272727,15,0.05454545454545454,0.02181818181818182,0.9127272727272727,0.02181818181818182,0.02181818181818182,0.0036363636363636364,0.007272727272727273,0.01090909090909091,0.033818181818181824,0.05090909090909091,0.05090909090909091,0.0,648153.46,210780.47500000003,0.11781861458505268,0.2509090909090909,0.28,19,24,0.10144927536231885,69,3,4,Bank_Transfer,0.5636363636363636,274,1.0036496350364963,0.0036496350364963502,241,-122,5,Transfer_Business,Rivers,0
MRC00012,67,344871.88,5147.341492537314,4708.43,14574.66,100.0,3296.69729036145,0.640466014376751,1.046875,2,64,0.21304202581158665,0.17534246575342466,1.9104477611940298,0,0.0,0.0,0.9552238805970149,0.014925373134328358,0.0,0.029850746268656716,0.0,0.0,0.0,0.05970149253731343,0.0,0.0,14474.66,4276.705,0.41262079343897934,0.208955223880597,0.26865671641791045,19,23,0.0,14,3,4,POS_Terminal,0.5970149253731343,67,1.0,0.0,301,-59,0,POS_Restaurant,Delta,0
MRC00013,352,13083732.99,37169.69599431818,36487.205,105537.26,100.0,23522.035192667397,0.6328282909890631,1.5304347826086957,5,230,0.7798974194155843,0.6301369863013698,3.2670454545454546,12,0.03409090909090909,0.014204545454545454,0.9375,0.008522727272727272,0.008522727272727272,0.005681818181818182,0.014204545454545454,0.011363636363636364,0.020738636363636365,0.05113636363636364,0.0,0.0,105437.26,36008.682499999995,0.17452953265050122,0.26420454545454547,0.29261363636363635,4,24,0.03225806451612903,93,3,4,Mobile_App,0.5085227272727273,352,1.0,0.0,427,64,3,Online_Ecommerce,Benue,0
MRC00014,48,996821.77,20767.120208333334,19713.89,41401.15,100.0,11984.142825904162,0.5770729261294121,1.0212765957446808,2,47,0.14586499149789456,0.12876712328767123,1.9583333333333335,0,0.0,0.0,0.9791666666666666,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,41301.15,18722.3775,0.022374227347422698,0.3125,0.2916666666666667,4,21,0.0,15,3,4,Bank_Transfer,0.5833333333333334,48,1.0,0.0,581,231,2,Transfer_P2P,Kano,0
MRC00015,55,5001259.05,90931.98272727273,90317.18,258761.97,100.0,54786.80736709853,0.6025031647161767,1.1,2,50,0.3030457633656633,0.136986301369863,1.8181818181818181,0,0.0,0.0,0.9818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.05454545454545454,0.05454545454545454,0.0,258661.97,60935.045,0.5367174793878722,0.23636363636363636,0.2909090909090909,15,20,0.0,13,3,4,POS_Terminal,0.43636363636363634,55,1.0,0.0,596,237,7,POS_Electronics,Anambra,0
MRC00016,114,1175929.35,10315.169736842106,9850.33,26193.0,100.0,6209.6673745102835,0.6019937173046767,1.1875,4,96,0.5293988646519152,0.26301369863013696,3.3684210526315788,7,0.06140350877192982,0.02631578947368421,0.9122807017543859,0.008771929824561403,0.02631578947368421,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.03859649122807018,0.05263157894736842,0.0,0.0,26093.0,9041.175000000001,0.1515866583287798,0.2543859649122807,0.23684210526315788,11,23,0.13793103448275862,29,3,4,POS_Terminal,0.5,114,1.0,0.0,659,296,2,POS_Retail,Edo,1
MRC00017,115,31990217.06,278175.8005217391,266517.55,676879.11,100.0,161101.4683420358,0.5791354533351866,1.1057692307692308,2,104,0.30903134697469575,0.28493150684931506,1.808695652173913,3,0.02608695652173913,0.017391304347826087,0.9652173913043478,0.0,0.008695652173913044,0.008695652173913044,0.0,0.0,0.017391304347826087,0.05217391304347826,0.0,0.0,676779.11,233712.70500000002,0.1628298133760531,0.22608695652173913,0.26956521739130435,3,24,0.038461538461538464,26,3,4,Bank_Transfer,0.5391304347826087,115,1.0,0.0,679,328,10,Transfer_Business,Cross River,0
MRC00018,100,776818.04,7768.1804,7114.01,19982.01,100.0,4606.152410725481,0.5929512670335876,1.1111111111111112,2,90,0.31603030875998483,0.2465753424657534,1.7999999999999998,3,0.03,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.018000000000000002,0.05,0.05,0.0,19882.01,6212.047499999999,0.4048901275417115,0.18,0.32,8,23,0.0,18,3,4,POS_Terminal,0.55,100,1.0,0.0,601,237,6,POS_Grocery,Lagos,0
MRC00019,153,1168201.76,7635.305620915033,7264.12,18935.34,100.0,4749.660587570946,0.6220655496173492,1.1953125,3,128,0.417314129496193,0.3506849315068493,2.5098039215686274,3,0.0196078431372549,0.0,0.9607843137254902,0.0196078431372549,0.006535947712418301,0.0,0.0,0.013071895424836602,0.010457516339869282,0.05228758169934641,0.05228758169934641,0.0,18835.34,7284.800000000001,0.28811268169599275,0.23529411764705882,0.2875816993464052,0,24,0.027777777777777776,36,3,4,POS_Terminal,0.49673202614379086,153,1.0,0.0,575,213,3,POS_Supermarket,Imo,0
MRC00020,93,13153049.41,141430.6388172043,142921.82,372046.96,100.0,74293.66394765822,0.5253010561854351,1.1625,3,80,0.43410755244363985,0.2191780821917808,2.5806451612903225,2,0.021505376344086023,0.0,0.9354838709677419,0.010752688172043012,0.010752688172043012,0.021505376344086023,0.010752688172043012,0.010752688172043012,0.011827956989247315,0.053763440860215055,0.053763440860215055,0.0,371946.96,106473.3,0.25927214955355854,0.17204301075268819,0.2903225806451613,15,24,0.0625,16,3,4,Mobile_App,0.4838709677419355,93,1.0,0.0,680,316,1,Online_Travel,Bayelsa,0
MRC00021,81,1219859.41,15059.992716049383,14726.73,29435.13,100.0,6455.612604549242,0.42865974282109165,1.0945945945945945,2,74,0.2946518223407714,0.20273972602739726,1.8271604938271606,6,0.07407407407407407,0.037037037037037035,0.8765432098765432,0.024691358024691357,0.012345679012345678,0.0,0.024691358024691357,0.024691358024691357,0.04567901234567902,0.04938271604938271,0.04938271604938271,0.0,29335.13,9354.08,-0.13566958021364112,0.2962962962962963,0.2839506172839506,14,24,0.08333333333333333,24,3,4,POS_Terminal,0.6049382716049383,81,1.0,0.0,270,-93,1,POS_Fuel,Rivers,1
MRC00022,63,499252.14,7924.637142857143,7380.56,17223.67,100.0,4565.675456702287,0.5761368469492071,1.0677966101694916,2,59,0.2535545088414485,0.16164383561643836,1.873015873015873,11,0.1746031746031746,0.1111111111111111,0.7936507936507936,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0,0.047619047619047616,0.1111111111111111,0.06349206349206349,0.06349206349206349,0.0,17123.67,6272.924999999999,0.23029108083393934,0.2222222222222222,0.3333333333333333,6,23,0.14285714285714285,14,3,4,POS_Terminal,0.5555555555555556,63,1.0,0.0,584,223,3,POS_Grocery,Abuja,1
MRC00023,63,439088.86,6969.664444444445,6920.18,14806.2,100.0,3871.398828580123,0.5554641632232431,1.0677966101694916,3,59,0.3142811600693205,0.16164383561643836,2.8095238095238093,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.06349206349206349,0.0,14706.2,5559.129999999999,-0.10802348625334429,0.1746031746031746,0.2857142857142857,21,22,0.0,11,3,4,POS_Terminal,0.5714285714285714,63,1.0,0.0,596,236,5,POS_Pharmacy,Benue,0
MRC00024,59,524677.63,8892.841186440679,9069.17,17605.94,100.0,3781.6117494693226,0.4252422448784218,1.0727272727272728,2,55,0.2620817977022988,0.1506849315068493,1.8644067796610169,2,0.03389830508474576,0.0,0.9661016949152542,0.0,0.03389830508474576,0.0,0.0,0.0,0.02033898305084746,0.05084745762711865,0.05084745762711865,0.0,17505.94,4328.75,0.018589181911504216,0.23728813559322035,0.22033898305084745,6,21,0.0,14,3,4,POS_Terminal,0.4406779661016949,59,1.0,0.0,628,264,6,POS_Grocery,Enugu,0
MRC00025,79,11070385.42,140131.46101265823,144937.77,358094.85,100.0,85586.8219056915,0.610760933249389,1.1285714285714286,3,70,0.37769048640344216,0.1917808219178082,2.6582278481012658,3,0.0379746835443038,0.012658227848101266,0.9367088607594937,0.0,0.0,0.012658227848101266,0.012658227848101266,0.02531645569620253,0.021518987341772152,0.05063291139240506,0.0,0.0,357994.85,128549.59999999999,0.18682787979995819,0.25316455696202533,0.34177215189873417,12,24,0.1,20,3,4,Web_Gateway,0.5822784810126582,79,1.0,0.0,720,365,10,Online_Travel,Rivers,0
MRC00026,59,1461927.41,24778.430677966102,22973.84,58394.02,100.0,15193.83445230503,0.6131879233908042,1.0727272727272728,2,55,0.26208179770229884,0.1506849315068493,1.8644067796610169,0,0.0,0.0,0.9661016949152542,0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.0,0.05084745762711865,0.0,0.0,58294.02,21816.940000000002,0.37878454329844846,0.2542372881355932,0.22033898305084745,8,20,0.0,15,3,4,POS_Terminal,0.559322033898305,59,1.0,0.0,345,-14,1,POS_Fashion,Anambra,0
MRC00027,46,489120.54,10633.055217391304,10930.7,27609.24,100.0,6730.077236353149,0.6329391786986596,1.1219512195121952,2,41,0.33129457822453967,0.11232876712328767,1.7826086956521738,2,0.043478260869565216,0.021739130434782608,0.9130434782608695,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.02826086956521739,0.06521739130434782,0.06521739130434782,0.0,27509.24,8853.8,0.33822070884779526,0.2391304347826087,0.3695652173913043,9,21,0.0,11,3,4,POS_Terminal,0.45652173913043476,46,1.0,0.0,662,299,10,POS_Retail,Abuja,0
MRC00028,45,502730.04,11171.778666666667,12545.15,22555.82,100.0,6321.979751719249,0.5658883818189305,1.0975609756097562,2,41,0.3004062290283349,0.11232876712328767,1.8222222222222222,1,0.022222222222222223,0.022222222222222223,0.9555555555555556,0.022222222222222223,0.0,0.0,0.0,0.0,0.015555555555555555,0.06666666666666667,0.06666666666666667,0.0,22455.82,9045.189999999999,-0.11715113350650865,0.28888888888888886,0.3333333333333333,1,20,0.0,13,3,4,POS_Terminal,0.4888888888888889,45,1.0,0.0,545,183,0,POS_Retail,Lagos,0
MRC00029,231,1378048.35,5965.577272727273,5914.54,17068.92,100.0,3833.903461922428,0.6426709916992976,1.2905027932960893,3,179,0.5347153750319178,0.4904109589041096,2.324675324675325,9,0.03896103896103896,0.017316017316017316,0.935064935064935,0.0,0.017316017316017316,0.012987012987012988,0.012987012987012988,0.004329004329004329,0.024675324675324677,0.05194805194805195,0.0,0.0,16968.92,5579.594999999999,0.3181724550059848,0.2683982683982684,0.30303030303030304,4,24,0.04838709677419355,62,3,4,POS_Terminal,0.5238095238095238,230,1.0043478260869565,0.004347826086956522,562,198,3,POS_Pharmacy,Kano,0
MRC00030,42,667829.61,15900.705,16913.59,33056.99,100.0,8977.243288978174,0.5645814628331369,1.0769230769230769,2,39,0.2699527623995086,0.10684931506849316,1.8571428571428572,1,0.023809523809523808,0.0,0.9523809523809523,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.014285714285714287,0.07142857142857142,0.07142857142857142,0.0,32956.99,13139.477499999999,-0.15513444034130297,0.19047619047619047,0.30952380952380953,9,19,0.0,8,3,4,POS_Terminal,0.5476190476190477,42,1.0,0.0,572,212,0,POS_Fuel,Kano,0
MRC00031,45,468903.59,10420.079777777779,10320.6,30080.14,100.0,6197.174487426247,0.5947338810824226,1.0227272727272727,2,44,0.1507556722888818,0.12054794520547946,1.9555555555555555,0,0.0,0.0,0.9777777777777777,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,29980.14,7143.45,0.7142878175575315,0.24444444444444444,0.3333333333333333,6,18,0.0,11,3,4,POS_Terminal,0.5555555555555556,45,1.0,0.0,596,244,3,POS_Retail,Imo,0
MRC00032,61,2501571.96,41009.376393442624,44317.56,105200.11,100.0,22599.93648569209,0.5510919324612263,1.0701754385964912,3,57,0.31957835629863346,0.15616438356164383,2.8032786885245904,1,0.01639344262295082,0.01639344262295082,0.9672131147540983,0.01639344262295082,0.0,0.0,0.0,0.0,0.011475409836065575,0.04918032786885246,0.04918032786885246,0.0,105100.11,30536.340000000004,0.3975361329759234,0.21311475409836064,0.21311475409836064,8,24,0.0,13,3,4,Mobile_App,0.5737704918032787,61,1.0,0.0,694,335,1,Online_Ecommerce,Oyo,0
MRC00033,51,6959933.76,136469.2894117647,126634.97,313306.75,100.0,79617.68193590581,0.5834109804417443,1.0408163265306123,2,49,0.19991494790174602,0.13424657534246576,1.9215686274509802,2,0.0392156862745098,0.0196078431372549,0.9215686274509803,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0,0.025490196078431372,0.058823529411764705,0.058823529411764705,0.0,313206.75,103889.02999999998,0.280124267146604,0.2549019607843137,0.3137254901960784,17,20,0.0,13,3,4,Web_Gateway,0.5686274509803921,51,1.0,0.0,671,308,1,Online_Travel,Imo,0
MRC00034,59,564262.07,9563.763898305084,9837.31,22546.77,100.0,5628.993231221853,0.5885750935590787,1.0727272727272728,2,55,0.26208179770229884,0.1506849315068493,1.8644067796610169,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.0,0.0,22446.77,7712.189999999999,0.10932669053766299,0.2033898305084746,0.3389830508474576,11,21,0.0,12,3,4,POS_Terminal,0.6610169491525424,59,1.0,0.0,597,241,13,POS_Retail,Abuja,0
MRC00035,45,341418.89,7587.086444444445,6806.3,21259.9,100.0,5382.4587871589265,0.7094236801664714,1.0,1,45,0.0,0.1232876712328767,1.0,1,0.022222222222222223,0.0,0.9777777777777777,0.0,0.0,0.0,0.0,0.022222222222222223,0.011111111111111112,0.06666666666666667,0.0,0.0,21159.9,7901.6900000000005,0.3000877111637306,0.28888888888888886,0.3333333333333333,0,23,0.0,13,3,4,POS_Terminal,0.4888888888888889,45,1.0,0.0,450,87,4,POS_Grocery,Kano,0
MRC00036,46,467194.56,10156.403478260869,9170.68,25984.59,100.0,6207.856024089052,0.6112258180148682,1.0952380952380953,2,42,0.2971017571861746,0.11506849315068493,1.826086956521739,1,0.021739130434782608,0.0,0.9130434782608695,0.021739130434782608,0.0,0.043478260869565216,0.0,0.021739130434782608,0.010869565217391304,0.06521739130434782,0.06521739130434782,0.0,25884.59,7839.352499999999,0.32006924427189054,0.21739130434782608,0.2826086956521739,11,20,0.0,10,3,3,POS_Terminal,0.5217391304347826,46,1.0,0.0,629,280,40,POS_Retail,Lagos,0
MRC00037,121,1180646.77,9757.41132231405,9762.73,26028.69,100.0,6307.725675842673,0.6464548298192213,1.1415094339622642,3,106,0.376416163948337,0.29041095890410956,2.6280991735537187,5,0.04132231404958678,0.01652892561983471,0.9338842975206612,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.01652892561983471,0.024793388429752063,0.049586776859504134,0.0,0.0,25928.69,8047.740000000001,0.2700202964411087,0.21487603305785125,0.33884297520661155,5,24,0.0,26,3,4,POS_Terminal,0.5867768595041323,121,1.0,0.0,689,326,0,POS_Retail,Rivers,0
MRC00038,107,3899539.6,36444.2953271028,34975.8,89105.53,100.0,22812.513297952362,0.6259556699670142,1.1263157894736842,3,95,0.36443209282382794,0.2602739726027397,2.663551401869159,9,0.08411214953271028,0.037383177570093455,0.9065420560747663,0.009345794392523364,0.018691588785046728,0.0,0.0,0.028037383177570093,0.0514018691588785,0.056074766355140186,0.0,0.0,89005.53,34358.509999999995,0.21415716687139372,0.27102803738317754,0.2616822429906542,3,24,0.0,29,3,4,Mobile_App,0.45794392523364486,107,1.0,0.0,714,354,1,Online_Ecommerce,Osun,1
MRC00039,45,397208.70999999996,8826.860222222222,8321.07,25131.87,100.0,7083.285417462618,0.802469421644399,1.0,1,45,0.0,0.1232876712328767,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,25031.87,10902.73,0.653048430945047,0.4444444444444444,0.26666666666666666,1,18,0.0,20,3,4,POS_Terminal,0.4444444444444444,45,1.0,0.0,535,180,20,POS_Retail,Lagos,0
MRC00040,86,7402564.79,86076.33476744186,83749.83499999999,237102.61,100.0,54044.50691922169,0.627867195614652,1.131578947368421,3,76,0.41124543403853603,0.20821917808219179,2.6511627906976747,1,0.011627906976744186,0.011627906976744186,0.9418604651162791,0.011627906976744186,0.0,0.0,0.03488372093023256,0.0,0.00813953488372093,0.05813953488372093,0.0,0.0,237002.61,73986.74250000001,0.4043443355249308,0.313953488372093,0.19767441860465115,5,24,0.0,27,3,4,POS_Terminal,0.47674418604651164,86,1.0,0.0,631,275,7,POS_Electronics,Imo,0
MRC00041,78,6148848.77,78831.39448717948,80923.06,178695.61,100.0,47781.30342130966,0.6061202358798872,1.1142857142857143,3,70,0.36287328178517136,0.1917808219178082,2.692307692307692,1,0.01282051282051282,0.0,0.9615384615384616,0.01282051282051282,0.01282051282051282,0.0,0.01282051282051282,0.0,0.007692307692307693,0.05128205128205128,0.0,0.0,178595.61,73058.89000000001,0.01924685714172018,0.1794871794871795,0.20512820512820512,15,23,0.0,14,3,4,POS_Terminal,0.5256410256410257,78,1.0,0.0,706,354,6,POS_Electronics,Abuja,0
MRC00042,95,746455.89,7857.430421052632,7294.59,21968.56,100.0,4595.056850333596,0.5848040140478918,1.130952380952381,2,84,0.3393744033614106,0.23013698630136986,1.768421052631579,0,0.0,0.0,0.9368421052631579,0.021052631578947368,0.0,0.031578947368421054,0.010526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,21868.56,5906.4749999999985,0.3419027676687814,0.2,0.28421052631578947,13,24,0.0,19,3,4,POS_Terminal,0.5684210526315789,95,1.0,0.0,528,165,1,POS_Grocery,Lagos,0
MRC00043,64,1007316.05,15739.31328125,16775.08,36106.23,100.0,7438.152777474884,0.47258432719144355,1.0158730158730158,2,63,0.1259881576697424,0.1726027397260274,1.96875,5,0.078125,0.03125,0.890625,0.0,0.015625,0.015625,0.015625,0.03125,0.04687500000000001,0.0625,0.0625,0.0,36006.23,9317.612499999996,-0.13569514649490363,0.296875,0.390625,20,24,0.10526315789473684,19,3,4,POS_Terminal,0.5,64,1.0,0.0,689,337,2,POS_Fuel,Lagos,1
MRC00044,51,994089.89,19491.958627450982,18256.84,47301.46,100.0,14413.608544409553,0.739464351422875,1.0408163265306123,2,49,0.19991494790174602,0.13424657534246576,1.9215686274509802,1,0.0196078431372549,0.0,0.9607843137254902,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,0.00980392156862745,0.058823529411764705,0.0,0.0,47201.46,24979.06,0.25614128362258815,0.2549019607843137,0.29411764705882354,8,23,0.0,13,3,4,Bank_Transfer,0.5882352941176471,51,1.0,0.0,602,241,1,Transfer_P2P,Ogun,0
MRC00045,86,453766.65,5276.356395348837,5638.355,11224.73,100.0,2954.701276073502,0.5599889496998538,1.1466666666666667,3,75,0.3922676049253544,0.2054794520547945,2.6162790697674416,3,0.03488372093023256,0.011627906976744186,0.9302325581395349,0.0,0.0,0.011627906976744186,0.023255813953488372,0.023255813953488372,0.019767441860465116,0.05813953488372093,0.05813953488372093,0.0,11124.73,4021.1024999999995,-0.05504632427729656,0.2558139534883721,0.29069767441860467,5,24,0.0,22,3,4,POS_Terminal,0.45348837209302323,86,1.0,0.0,665,302,3,POS_Restaurant,Abuja,0
MRC00046,57,787613.09,13817.773508771928,13547.16,35621.77,100.0,7238.764876487288,0.5238734642662878,1.2391304347826086,3,46,0.5242892589526702,0.12602739726027398,2.4210526315789473,1,0.017543859649122806,0.017543859649122806,0.9473684210526315,0.0,0.0,0.017543859649122806,0.017543859649122806,0.0,0.012280701754385965,0.05263157894736842,0.05263157894736842,0.0,35521.77,11587.36,0.4220429330544821,0.22807017543859648,0.2807017543859649,4,23,0.0,13,3,4,POS_Terminal,0.543859649122807,57,1.0,0.0,247,-103,5,POS_Fuel,Delta,0
MRC00047,49,955147.48,19492.805714285714,18286.48,45222.03,100.0,12373.621483972465,0.634778885366112,1.0208333333333333,2,48,0.14433756729740646,0.13150684931506848,1.959183673469388,2,0.04081632653061224,0.0,0.8979591836734694,0.0,0.02040816326530612,0.0,0.061224489795918366,0.02040816326530612,0.022448979591836733,0.061224489795918366,0.061224489795918366,0.0,45122.03,14963.789999999999,0.18174138226438802,0.22448979591836735,0.22448979591836735,0,20,0.18181818181818182,11,3,4,Bank_Transfer,0.6938775510204082,49,1.0,0.0,684,322,16,Transfer_P2P,Kaduna,0
MRC00048,59,465766.37,7894.345254237288,8055.34,17628.46,100.0,4967.52310937455,0.6292508054050756,1.0535714285714286,2,56,0.227207782928703,0.15342465753424658,1.8983050847457628,1,0.01694915254237288,0.0,0.9322033898305084,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.01016949152542373,0.05084745762711865,0.0,0.0,17528.46,8993.125,-0.11088813606852373,0.3728813559322034,0.2542372881355932,4,22,0.045454545454545456,22,3,4,POS_Terminal,0.576271186440678,59,1.0,0.0,632,269,2,POS_Grocery,Abuja,0
